g1          ,resopfrac  ,tleaf      ,twood       ,troot      ,aleaf   ,awood   ,aroot   ,c4  ,leaf_n2c     ,awood_n2c    ,froot_n2c    ,leaf_p2c      ,awood_p2c      ,froot_p2c     ,amp          ,pdia
14.875798   ,0.321009   , 2.4717968 ,  0.0       , 9.134557  ,0.78875 ,0.0     ,0.21125 ,0.0 ,0.012871734  ,0.0          ,0.013008001  ,0.004175084   ,0.0            ,0.0009815852  ,0.89713836   ,0.0
 1.6752869  ,0.31422538 , 2.0706706 ,  0.0       , 3.7764466 ,0.4775  ,0.0     ,0.5225  ,0.0 ,0.009533192  ,0.0          ,0.002984123  ,0.004275072   ,0.0            ,0.0013817227  ,0.9483251    ,0.0
 1.7711464  ,0.286967   , 8.399254  , 90.837105  , 2.2788203 ,0.32125 ,0.22    ,0.45875 ,0.0 ,0.0052022752 ,0.007280535  ,0.0011991499 ,0.0021218527  ,0.000424958    ,0.0004351419  ,0.8982003    ,0.0
12.177482   ,0.5382794  , 1.4261552 ,  0.0       , 1.9693882 ,0.79875 ,0.0     ,0.20125 ,0.0 ,0.015426178  ,0.0          ,0.015390424  ,0.0077513815  ,0.0            ,0.0039652833  ,0.1785969    ,0.0
17.784512   ,0.28715777 , 2.6017246 ,  0.0       , 8.402446  ,0.74625 ,0.0     ,0.25375 ,0.0 ,0.0034196775 ,0.0          ,0.0042749094 ,0.0007022628  ,0.0            ,0.0006895612  ,0.8524173    ,0.0
 2.2542589  ,0.40129048 , 3.3488588 ,  0.0       , 8.717892  ,0.82875 ,0.0     ,0.17125 ,0.0 ,0.009416802  ,0.0          ,0.008604576  ,0.0024857607  ,0.0            ,0.004238505   ,0.41038224   ,0.0
 9.436147   ,0.2133347  , 2.7383766 ,  0.0       , 2.913646  ,0.80125 ,0.0     ,0.19875 ,0.0 ,0.010249906  ,0.0          ,0.01972009   ,0.005842318   ,0.0            ,0.0039823228  ,0.47717145   ,0.0
 3.342089   ,0.6789851  , 3.915046  ,  0.0       , 9.957113  ,0.69625 ,0.0     ,0.30375 ,0.0 ,0.0076525817 ,0.0          ,0.0064581824 ,0.0035472559  ,0.0            ,0.0010238905  ,0.9975823    ,0.0
 4.537323   ,0.6905897  , 2.3143835 ,  0.0       ,11.996691  ,0.90125 ,0.0     ,0.09875 ,0.0 ,0.0092759095 ,0.0          ,0.014770847  ,0.0004743843  ,0.0            ,0.0011778347  ,0.2574201    ,0.0
13.891106   ,0.5104213  , 2.294216  ,  0.0       , 3.1194732 ,0.795   ,0.0     ,0.205   ,0.0 ,0.011958995  ,0.0          ,0.004975622  ,0.0068259155  ,0.0            ,0.0017513065  ,0.49887162   ,0.0
18.521297   ,0.48854896 , 2.6988192 ,  0.0       , 1.792225  ,0.675   ,0.0     ,0.325   ,0.0 ,0.012344918  ,0.0          ,0.020258533  ,0.0056562945  ,0.0            ,0.0020774098  ,0.7544611    ,0.0
 2.9245355  ,0.54305017 , 7.9992867 , 17.950804  , 3.4492648 ,0.41375 ,0.3025  ,0.28375 ,0.0 ,0.0043385425 ,0.0047152145 ,0.009231529  ,0.00030928865 ,0.0005910476   ,0.000564408   ,0.05340097   ,0.0
17.76612    ,0.38637558 , 3.0689187 ,  0.0       , 7.8701644 ,0.7975  ,0.0     ,0.2025  ,0.0 ,0.01212439   ,0.0          ,0.013310414  ,0.000944093   ,0.0            ,0.0048578074  ,0.102945946  ,0.0
 7.767246   ,0.5472653  , 2.4208162 ,  5.499557  , 3.647884  ,0.755   ,0.05125 ,0.19375 ,0.0 ,0.015940743  ,0.005894362  ,0.010566571  ,0.0033356545  ,0.00031784544  ,0.0005303288  ,0.04848276   ,0.0
 5.9222813  ,0.5191681  , 1.6283861 ,  0.0       , 5.3232985 ,0.89    ,0.0     ,0.11    ,0.0 ,0.014403176  ,0.0          ,0.027398424  ,0.0034182023  ,0.0            ,0.0024364172  ,0.9852838    ,0.0
 2.9062345  ,0.21881826 , 3.2253408 ,  0.0       ,11.31818   ,0.8875  ,0.0     ,0.1125  ,0.0 ,0.005631079  ,0.0          ,0.0075866985 ,0.0007255157  ,0.0            ,0.0037185024  ,0.565188     ,0.0
 0.55399203 ,0.44683945 , 1.6695387 ,  0.0       , 2.8545244 ,0.8275  ,0.0     ,0.1725  ,0.0 ,0.013698712  ,0.0          ,0.032517314  ,0.0011870859  ,0.0            ,0.0029440806  ,0.20334634   ,0.0
 1.7066073  ,0.35640854 , 3.4605312 ,  0.0       , 4.954919  ,0.67375 ,0.0     ,0.32625 ,0.0 ,0.0174048    ,0.0          ,0.0035741967 ,0.0016370296  ,0.0            ,0.0011872359  ,0.8796679    ,0.0
 8.401604   ,0.6519883  , 2.434485  ,  0.0       , 2.4369533 ,0.78375 ,0.0     ,0.21625 ,0.0 ,0.0070277536 ,0.0          ,0.014210276  ,0.002189286   ,0.0            ,0.0024187898  ,0.67744136   ,0.0
 9.271429   ,0.50811285 , 2.3076866 ,  0.0       , 1.9141743 ,0.845   ,0.0     ,0.155   ,0.0 ,0.007726091  ,0.0          ,0.030334042  ,0.0010905863  ,0.0            ,0.0015198025  ,0.98982805   ,0.0
18.89766    ,0.34043077 , 1.1750726 ,  0.0       , 6.669321  ,0.8875  ,0.0     ,0.1125  ,0.0 ,0.02128241   ,0.0          ,0.009887986  ,0.004513414   ,0.0            ,0.0003329041  ,0.1051379    ,0.0
 7.6478066  ,0.5521712  , 1.9928987 ,  0.0       , 5.2291503 ,0.82    ,0.0     ,0.18    ,0.0 ,0.010329541  ,0.0          ,0.020509314  ,0.002763633   ,0.0            ,0.004398912   ,0.93365276   ,0.0
12.587936   ,0.57838994 ,11.95412   , 39.441036  , 2.813312  ,0.5     ,0.195   ,0.305   ,0.0 ,0.002102638  ,0.005265408  ,0.0070261285 ,0.0011115139  ,0.0011864548   ,0.0007154144  ,0.5167767    ,0.064342245
17.841875   ,0.3136978  , 1.6413946 , 13.621456  , 3.936854  ,0.75125 ,0.11875 ,0.13    ,0.0 ,0.01808476   ,0.004823228  ,0.009799475  ,0.008629179   ,5.7652906e-05  ,0.004572834   ,0.4178798    ,0.029796593
14.229643   ,0.50948644 , 3.7066033 , 14.873681  , 3.3488882 ,0.41125 ,0.465   ,0.12375 ,0.0 ,0.0061272657 ,0.0066729593 ,0.01876122   ,0.00049298664 ,0.0012324222   ,0.0025104512  ,0.5536467    ,0.0
 9.231416   ,0.29626235 , 5.249708  , 57.07874   , 1.5885392 ,0.265   ,0.40375 ,0.33125 ,0.0 ,0.007585198  ,0.003816227  ,0.0076604574 ,0.0028984998  ,0.0008911363   ,0.00086700835 ,0.9368631    ,0.0
12.764242   ,0.35179844 , 2.3521876 ,  0.0       , 4.041252  ,0.8     ,0.0     ,0.2     ,0.0 ,0.014329666  ,0.0          ,0.012093387  ,0.0047517563  ,0.0            ,0.003816627   ,0.05708408   ,0.0
 3.3859167  ,0.6644801  , 2.7772443 ,  0.0       , 4.1242666 ,0.805   ,0.0     ,0.195   ,0.0 ,0.009735342  ,0.0          ,0.02011839   ,0.0027520065  ,0.0            ,0.000791799   ,0.47514325   ,0.0
18.757965   ,0.26559737 , 3.9722795 ,  0.0       , 6.8438783 ,0.75125 ,0.0     ,0.24875 ,0.0 ,0.010084511  ,0.0          ,0.023739967  ,0.0033833229  ,0.0            ,0.00077710964 ,0.7318499    ,0.0
 4.8971667  ,0.5086175  , 7.779484  , 60.17725   , 3.5244737 ,0.43    ,0.195   ,0.375   ,0.0 ,0.0075545693 ,0.00280135   ,0.0075498186 ,0.0027845607  ,0.00029746367  ,0.0004504188  ,0.49803463   ,0.0
 4.4784     ,0.39042282 , 4.597172  ,  4.1658287 , 2.9004233 ,0.46375 ,0.2475  ,0.28875 ,0.0 ,0.0062681586 ,0.007826229  ,0.016622202  ,0.003996037   ,0.001408052    ,0.0043548443  ,0.77928483   ,0.029460354
16.502827   ,0.5156398  , 2.3865995 , 11.468546  , 3.6322744 ,0.55375 ,0.22625 ,0.22    ,0.0 ,0.0070032505 ,0.0071556442 ,0.0055730715 ,0.0014591449  ,0.0010177633   ,0.00038343543 ,0.061435178  ,0.07882449
 0.5336007  ,0.29411587 , 2.1962316 ,  0.0       , 4.1361003 ,0.8975  ,0.0     ,0.1025  ,0.0 ,0.007695462  ,0.0          ,0.057964247  ,0.001691674   ,0.0            ,0.0009504438  ,0.47614518   ,0.0
 6.98849    ,0.26231685 , 3.3639872 ,  0.0       , 1.4799808 ,0.6475  ,0.0     ,0.3525  ,0.0 ,0.006311039  ,0.0          ,0.0065540695 ,0.000291849   ,0.0            ,0.0011378797  ,0.4603166    ,0.0
11.804165   ,0.66285527 , 1.2812233 ,  0.0       , 4.2684197 ,0.9025  ,0.0     ,0.0975  ,0.0 ,0.008945118  ,0.0          ,0.017905613  ,0.00044531818 ,0.0            ,0.0023852983  ,0.78603876   ,0.0
 4.498263   ,0.6442733  , 8.76289   , 65.01753   , 1.1338317 ,0.30875 ,0.30125 ,0.39    ,0.0 ,0.005214527  ,0.005997875  ,0.003271784  ,0.0013021878  ,0.0008976411   ,0.0011578572  ,0.07683757   ,0.04464029
 8.938062   ,0.48903206 , 1.3311924 ,  0.0       , 3.6684659 ,0.82375 ,0.0     ,0.17625 ,0.0 ,0.009367796  ,0.0          ,0.018466184  ,0.0021148769  ,0.0            ,0.0048366548  ,0.26296747   ,0.0
 0.9123172  ,0.6500289  , 3.6519058 ,  0.0       , 1.4273798 ,0.495   ,0.0     ,0.505   ,0.0 ,0.009263658  ,0.0          ,0.008103013  ,0.0030240654  ,0.0            ,0.0030028378  ,0.73002565   ,0.0
12.846178   ,0.5406128  , 4.240996  , 31.044668  , 1.3686317 ,0.49    ,0.065   ,0.445   ,0.0 ,0.0055024377 ,0.008735342  ,0.005543568  ,0.00072900363 ,0.0013338972   ,0.0009980373  ,0.0980595    ,0.076026656
17.102205   ,0.3647526  , 2.833765  ,  0.0       , 1.3345691 ,0.68875 ,0.0     ,0.31125 ,0.0 ,0.00800175   ,0.0          ,0.017610576  ,0.0035181898  ,0.0            ,0.0026244405  ,0.4462378    ,0.0
11.746554   ,0.28834355 , 1.2327702 ,  0.0       , 2.2245095 ,0.8575  ,0.0     ,0.1425  ,0.0 ,0.010488811  ,0.0          ,0.0023866734 ,0.0069631077  ,0.0            ,0.0009128391  ,0.420828     ,0.0
 3.3053057  ,0.5741333  , 3.1605306 ,  0.0       , 5.751213  ,0.73375 ,0.0     ,0.26625 ,0.0 ,0.013521065  ,0.0          ,0.008988123  ,0.0042192647  ,0.0            ,0.0019728215  ,0.42626652   ,0.0
 1.9827417  ,0.6471551  , 1.9387932 ,  0.0       , 1.0932727 ,0.65375 ,0.0     ,0.34625 ,0.0 ,0.0043630456 ,0.0          ,0.027774597  ,0.000799925   ,0.0            ,0.00253983    ,0.85550916   ,0.0
15.936294   ,0.39169925 , 3.435332  ,  0.0       , 3.6011126 ,0.61    ,0.0     ,0.39    ,0.0 ,0.006519315  ,0.0          ,0.018650582  ,0.002372984   ,0.0            ,0.0021050256  ,0.11104769   ,0.0
 9.602722   ,0.3605142  , 2.4100363 ,  0.0       , 7.2874136 ,0.82875 ,0.0     ,0.17125 ,0.0 ,0.015505813  ,0.0          ,0.006200025  ,0.0050703213  ,0.0            ,0.00092047756 ,0.22354287   ,0.0
17.271158   ,0.5045788  ,10.563758  , 59.382393  , 1.5234258 ,0.20375 ,0.2     ,0.59625 ,0.0 ,0.004105763  ,0.0069159893 ,0.011776222  ,0.001048731   ,0.001478304    ,0.001008026   ,0.41639593   ,0.0
 5.8703732  ,0.5471155  , 2.9404705 , 17.788843  , 3.5489943 ,0.61375 ,0.21375 ,0.1725  ,0.0 ,0.01752119   ,0.0038173522 ,0.011267283  ,0.008671034   ,0.00039720416  ,0.0030739342  ,0.74249995   ,0.02507167
 5.8413777  ,0.48558676 , 6.712256  ,109.46854   , 2.7708373 ,0.3975  ,0.3075  ,0.295   ,0.0 ,0.011150394  ,0.001175522  ,0.0016564571 ,0.0024508813  ,0.00011055872  ,0.00080648833 ,0.10650991   ,0.020333042
13.470713   ,0.6215855  , 2.4884126 ,  0.0       , 4.188878  ,0.68    ,0.0     ,0.32    ,0.0 ,0.017962245  ,0.0          ,0.0032422803 ,0.005493524   ,0.0            ,0.0012266033  ,0.23927483   ,0.0
 2.4107616  ,0.3896398  , 2.4131074 ,  0.0       , 2.2019591 ,0.66875 ,0.0     ,0.33125 ,0.0 ,0.007726091  ,0.0          ,0.019144768  ,0.001871884   ,0.0            ,0.0020333417  ,0.65871763   ,0.0
 4.0969663  ,0.483031   , 2.2844646 ,  0.0       , 1.1497962 ,0.5975  ,0.0     ,0.4025  ,0.0 ,0.014415427  ,0.0          ,0.008929116  ,0.008375722   ,0.0            ,0.0009933367  ,0.6988733    ,0.0
 8.872516   ,0.57389885 , 3.8760602 ,  0.0       , 2.460932  ,0.5825  ,0.0     ,0.4175  ,0.0 ,0.012957495  ,0.0          ,0.005735342  ,0.0037786223  ,0.0            ,0.0022730716  ,0.08547192   ,0.0
 1.8842067  ,0.3232746  ,10.169577  , 29.677053  , 2.619177  ,0.335   ,0.24125 ,0.42375 ,0.0 ,0.0038178521 ,0.009549944  ,0.0028218527 ,0.0012463809  ,0.000298331    ,0.00071482686 ,0.81802374   ,0.06479836
 5.4390063  ,0.36710227 , 3.2287993 ,  0.0       , 8.75832   ,0.82375 ,0.0     ,0.17625 ,0.0 ,0.013998874  ,0.0          ,0.0115992    ,0.004354132   ,0.0            ,0.0025539317  ,0.28897154   ,0.0
10.879478   ,0.4017755  , 2.0966396 ,  0.0       , 6.8041787 ,0.855   ,0.0     ,0.145   ,0.0 ,0.012626703  ,0.0          ,0.025244655  ,0.0010777973  ,0.0            ,0.0013329542  ,0.3167972    ,0.0
11.066177   ,0.3979333  , 9.716283  , 28.976004  , 2.5944717 ,0.37625 ,0.455   ,0.16875 ,0.0 ,0.002470184  ,0.009854857  ,0.0066057006 ,0.0014382172  ,0.0011044942   ,0.0024346544  ,0.11430739   ,0.0
 3.396391   ,0.66347027 , 2.9250062 ,  0.0       , 4.2227273 ,0.8775  ,0.0     ,0.1225  ,0.0 ,0.006647956  ,0.0          ,0.010227279  ,0.0030298787  ,0.0            ,0.0047491062  ,0.050061326  ,0.0
 5.4646816  ,0.20490555 , 1.0943909 ,  0.0       , 4.61663   ,0.72875 ,0.0     ,0.27125 ,0.0 ,0.021300787  ,0.0          ,0.004872359  ,0.0019555944  ,0.0            ,0.0008288161  ,0.22725204   ,0.0
15.2783785  ,0.53571105 , 2.718279  ,  0.0       , 7.4732246 ,0.87125 ,0.0     ,0.12875 ,0.0 ,0.0068378546 ,0.0          ,0.031993624  ,0.0020044255  ,0.0            ,0.0020885735  ,0.66852057   ,0.0
11.218082   ,0.57191753 , 1.9844626 ,  0.0       , 7.590831  ,0.81375 ,0.0     ,0.18625 ,0.0 ,0.008467308  ,0.0          ,0.004002     ,0.00042439054 ,0.0            ,0.0009269409  ,0.6330696    ,0.0
 6.890091   ,0.5506111  , 1.5287099 ,  0.0       , 3.5682626 ,0.9225  ,0.0     ,0.0775  ,0.0 ,0.0032604076 ,0.0          ,0.009069258  ,0.0009917615  ,0.0            ,0.0014005251  ,0.04478215   ,0.0
 3.223485   ,0.66316706 , 2.877778  ,  0.0       , 3.8983293 ,0.71625 ,0.0     ,0.28375 ,0.0 ,0.0024273035 ,0.0          ,0.007070384  ,0.0015335542  ,0.0            ,0.0012982873  ,0.5568581    ,0.0
15.395011   ,0.34746397 , 4.323911  , 18.463642  , 2.360038  ,0.40625 ,0.29125 ,0.3025  ,0.0 ,0.0035176896 ,0.008055757  ,0.0018482311 ,0.0021683585  ,0.00067951303  ,0.0006484311  ,0.45254704   ,0.050633755
15.043733   ,0.6478249  , 3.0351808 ,  0.0       , 2.4221807 ,0.71    ,0.0     ,0.29    ,0.0 ,0.004271159  ,0.0          ,0.0133694215 ,0.002592724   ,0.0            ,0.0039247405  ,0.5581753    ,0.0
 6.256312   ,0.6393792  , 2.9640155 ,  0.0       , 3.6205823 ,0.82125 ,0.0     ,0.17875 ,0.0 ,0.0076587074 ,0.0          ,0.0049903737 ,0.0048064007  ,0.0            ,0.0015015877  ,0.99324226   ,0.0
 4.916645   ,0.6161626  , 1.9401163 ,  0.0       , 5.4047194 ,0.835   ,0.0     ,0.165   ,0.0 ,0.019812226  ,0.0          ,0.01136317   ,0.0018277034  ,0.0            ,0.0034470435  ,0.31534925   ,0.0
17.560926   ,0.2950649  , 2.826609  ,  0.0       , 1.3273045 ,0.59875 ,0.0     ,0.40125 ,0.0 ,0.0076280786 ,0.0          ,0.021025628  ,0.0031612576  ,0.0            ,0.0039870236  ,0.570995     ,0.0
 6.1968074  ,0.51798195 , 2.630521  ,  0.0       , 8.514338  ,0.92125 ,0.0     ,0.07875 ,0.0 ,0.010611326  ,0.0          ,0.009924865  ,0.0032507814  ,0.0            ,0.0019622452  ,0.6410661    ,0.0
12.2443695  ,0.3959516  , 1.1071752 ,  0.0       , 8.43431   ,0.9175  ,0.0     ,0.0825  ,0.0 ,0.01964683   ,0.0          ,0.021652581  ,0.0058864984  ,0.0            ,0.0048836605  ,0.9669948    ,0.0
 3.1993458  ,0.3682263  , 2.6425138 ,  0.0       , 3.0800283 ,0.765   ,0.0     ,0.235   ,0.0 ,0.015487436  ,0.0          ,0.022404926  ,0.0020044255  ,0.0            ,0.002111489   ,0.34500962   ,0.0
 0.5338693  ,0.4178477  , 3.1549358 ,  0.0       , 5.557647  ,0.78    ,0.0     ,0.22    ,0.0 ,0.008032379  ,0.0          ,0.03321065   ,0.0039216275  ,0.0            ,0.004367771   ,0.7486232    ,0.0
 3.2753077  ,0.4158981  , 2.378181  ,  0.0       , 2.0546186 ,0.8325  ,0.0     ,0.1675  ,0.0 ,0.00471834   ,0.0          ,0.017890861  ,0.0010301288  ,0.0            ,0.0033254158  ,0.8970042    ,0.0
11.252378   ,0.6651448  , 3.0978997 ,  0.0       , 8.166917  ,0.82875 ,0.0     ,0.17125 ,0.0 ,0.00787311   ,0.0          ,0.035423428  ,0.0030147643  ,0.0            ,0.004553444   ,0.72350687   ,0.0
12.776782   ,0.6191192  , 1.3591521 ,  0.0       , 4.1196623 ,0.88625 ,0.0     ,0.11375 ,0.0 ,0.011934492  ,0.0          ,0.022382798  ,0.0013510189  ,0.0            ,0.004316652   ,0.67362094   ,0.0
11.734437   ,0.4509417  , 3.2882702 ,  0.0       , 6.1320205 ,0.7825  ,0.0     ,0.2175  ,0.0 ,0.007891486  ,0.0          ,0.023688337  ,0.0030391798  ,0.0            ,0.003983498   ,0.015550757  ,0.0
 6.97954    ,0.49553147 , 1.7220223 ,  0.0       , 6.374243  ,0.89625 ,0.0     ,0.10375 ,0.0 ,0.009845606  ,0.0          ,0.017949868  ,0.0037774597  ,0.0            ,0.0012906488  ,0.7070832    ,0.0
 1.1208586  ,0.547842   , 1.9594725 ,  0.0       ,10.805075  ,0.8775  ,0.0     ,0.1225  ,0.0 ,0.014966746  ,0.0          ,0.008375922  ,0.0084013     ,0.0            ,0.0029058883  ,0.0049058665 ,0.0
13.449821   ,0.27837652 , 2.24261   ,  0.0       , 2.5369627 ,0.695   ,0.0     ,0.305   ,0.0 ,0.016602326  ,0.0          ,0.024787348  ,0.002615977   ,0.0            ,0.0032695963  ,0.9168693    ,0.0
 3.1512337  ,0.44831443 , 2.7067668 ,  0.0       , 7.075089  ,0.75125 ,0.0     ,0.24875 ,0.0 ,0.011909989  ,0.0          ,0.008464433  ,0.0065573445  ,0.0            ,0.0041867984  ,0.5603457    ,0.0
 2.9866545  ,0.25432858 , 1.9529941 ,  0.0       , 8.430606  ,0.8075  ,0.0     ,0.1925  ,0.0 ,0.015793724  ,0.0          ,0.004783848  ,0.008847756   ,0.0            ,0.0011126141  ,0.91074383   ,0.0
14.222489   ,0.2413665  , 9.17269   , 61.542145  , 1.4589307 ,0.33375 ,0.08    ,0.58625 ,0.0 ,0.004785723  ,0.0091662705 ,0.0061557693 ,0.0014045006  ,0.0014405762   ,0.0023241905  ,0.9017051    ,0.08022235
18.455877   ,0.3576109  , 2.5127568 ,  0.0       ,11.97066   ,0.86625 ,0.0     ,0.13375 ,0.0 ,0.010807351  ,0.0          ,0.01140005   ,0.0019358295  ,0.0            ,0.0021050256  ,0.42076483   ,0.0
10.296253   ,0.5546541  , 1.789194  ,  0.0       , 4.056305  ,0.715   ,0.0     ,0.285   ,0.0 ,0.01507701   ,0.0          ,0.0074023004 ,0.0039506936  ,0.0            ,0.00066899613 ,0.6985715    ,0.0
 7.279759   ,0.27139238 , 5.556315  , 13.9858465 , 3.238303  ,0.56375 ,0.315   ,0.12125 ,0.0 ,0.003193024  ,0.0048693586 ,0.007719465  ,0.0019288536  ,0.00027578097  ,0.0014686836  ,0.5120025    ,0.042786423
 2.364611   ,0.686845   , 3.855653  ,  0.0       , 4.80439   ,0.79625 ,0.0     ,0.20375 ,0.0 ,0.006096637  ,0.0          ,0.00644343   ,0.0038018753  ,0.0            ,0.0027854356  ,0.35661528   ,0.0
 7.713305   ,0.6259822  , 2.3503253 ,  0.0       , 3.6641183 ,0.66    ,0.0     ,0.34    ,0.0 ,0.011150394  ,0.0          ,0.013214527  ,0.00051507686 ,0.0            ,0.002328891   ,0.6593934    ,0.0
 4.599556   ,0.37724605 , 2.3248427 ,  8.889414  , 3.6244965 ,0.82875 ,0.09875 ,0.0725  ,0.0 ,0.0060721342 ,0.0015130641 ,0.015493686  ,0.0015312289  ,0.000115762574 ,0.0017701088  ,0.063262865  ,0.086398
 4.3447285  ,0.374554   , 1.3251877 ,  6.083922  , 3.251897  ,0.7     ,0.065   ,0.235   ,0.0 ,0.022666832  ,0.009077385  ,0.0037880985 ,0.0054063257  ,0.00046225227  ,0.0010902863  ,0.067538194  ,0.0
 6.699316   ,0.3339685  , 1.2627976 , 14.680889  , 3.859803  ,0.65625 ,0.23875 ,0.105   ,0.0 ,0.011132017  ,0.0073851733 ,0.0037954745 ,0.0018625829  ,0.0008963401   ,0.0018265158  ,0.050536454  ,0.0
 5.244832   ,0.30591193 , 2.6081324 , 44.119022  , 2.224672  ,0.595   ,0.06875 ,0.33625 ,0.0 ,0.009086011  ,0.0020306287 ,0.020737967  ,0.0035228403  ,0.00020769726  ,0.0024358295  ,0.22857678   ,0.0
 3.1591003  ,0.41711205 , 2.7413578 ,  1.6120237 , 1.5169975 ,0.65875 ,0.05875 ,0.2825  ,0.0 ,0.0066663334 ,0.0055556945 ,0.03711989   ,0.0023322916  ,0.000623138    ,0.002895312   ,0.15216166   ,0.0
 3.7735302  ,0.4578982  , 1.5227969 ,  0.0       , 1.6622523 ,0.7125  ,0.0     ,0.2875  ,0.0 ,0.019052632  ,0.0          ,0.012794099  ,0.0048994124  ,0.0            ,0.0008376297  ,0.47260028   ,0.0
 1.3925967  ,0.68983954 , 2.1807866 ,  0.0       , 4.346512  ,0.65625 ,0.0     ,0.34375 ,0.0 ,0.023463182  ,0.0          ,0.008021878  ,0.00814203    ,0.0            ,0.0022419302  ,0.1174843    ,0.0
16.065622   ,0.22770108 , 3.4223866 ,  0.0       , 4.199202  ,0.68375 ,0.0     ,0.31625 ,0.0 ,0.014090762  ,0.0          ,0.018377673  ,0.0063213278  ,0.0            ,0.003946481   ,0.27332178   ,0.0
13.554587   ,0.30616578 , 3.3240707 ,  0.0       , 1.7776097 ,0.5425  ,0.0     ,0.4575  ,0.0 ,0.0155977    ,0.0          ,0.013767721  ,0.0075211776  ,0.0            ,0.0037566945  ,0.97016823   ,0.0
 5.9848433  ,0.23858164 , 2.7572813 ,  0.0       , 5.732528  ,0.8175  ,0.0     ,0.1825  ,0.0 ,0.007891486  ,0.0          ,0.04099225   ,0.0038065258  ,0.0            ,0.0021438054  ,0.6297464    ,0.0
 6.728985   ,0.33136556 , 3.8613634 ,  0.0       , 3.5906098 ,0.74125 ,0.0     ,0.25875 ,0.0 ,0.008485686  ,0.0          ,0.009570821  ,0.0012080135  ,0.0            ,0.0013893612  ,0.95091474   ,0.0
 4.192166   ,0.52644205 , 2.3129036 ,  0.0       , 2.629023  ,0.78375 ,0.0     ,0.21625 ,0.0 ,0.01584273   ,0.0          ,0.032480434  ,0.0047866357  ,0.0            ,0.0013417677  ,0.95726764   ,0.0
17.505465   ,0.46581164 , 1.3175792 ,  0.0       , 7.0048976 ,0.90375 ,0.0     ,0.09625 ,0.0 ,0.015150519  ,0.0          ,0.0062811603 ,0.008283873   ,0.0            ,0.00042045256 ,0.5440301    ,0.0
10.969794   ,0.2877301  , 2.5691562 ,  0.0       , 5.9015217 ,0.9075  ,0.0     ,0.0925  ,0.0 ,0.0069174897 ,0.0          ,0.0076973373 ,0.0014405425  ,0.0            ,0.00044513063 ,0.96316284   ,0.0
16.119286   ,0.2018633  , 3.6354866 ,  0.0       , 7.5791016 ,0.87    ,0.0     ,0.13    ,0.0 ,0.00923303   ,0.0          ,0.014660208  ,0.0020451182  ,0.0            ,0.002276597   ,0.59401757   ,0.0
10.969496   ,0.43680978 , 2.7328925 ,  0.0       , 2.3332777 ,0.73375 ,0.0     ,0.26625 ,0.0 ,0.0047305916 ,0.0          ,0.020310163  ,0.0023880985  ,0.0            ,0.0029329166  ,0.014002781  ,0.0
11.553753   ,0.33204666 , 3.9363675 ,  0.0       , 5.3099847 ,0.73375 ,0.0     ,0.26625 ,0.0 ,0.012253032  ,0.0          ,0.020007752  ,0.0057876734  ,0.0            ,0.0020092512  ,0.20738515   ,0.0
18.1032     ,0.27025938 , 1.8529062 ,  0.0       , 2.7038136 ,0.68375 ,0.0     ,0.31625 ,0.0 ,0.01092374   ,0.0          ,0.016046882  ,0.003317052   ,0.0            ,0.0037343667  ,0.13920142   ,0.0
16.619972   ,0.26788056 , 2.1488633 , 17.37902   , 3.0238833 ,0.81    ,0.09625 ,0.09375 ,0.0 ,0.007046131  ,0.0071207653 ,0.008442305  ,0.0033414676  ,0.0011144682   ,0.0011672584  ,0.6725704    ,0.0
10.314263   ,0.35662115 , 1.8325965 ,  8.541248  , 3.2456286 ,0.81125 ,0.0525  ,0.13625 ,0.0 ,0.016265409  ,0.0076135765 ,0.015589573  ,0.008360608   ,0.0010763067   ,0.0010168396  ,0.254459     ,0.086904496
11.960621   ,0.43716863 , 2.008996  ,  0.0       ,11.752521  ,0.8775  ,0.0     ,0.1225  ,0.0 ,0.01527916   ,0.0          ,0.0059639956 ,0.0035693462  ,0.0            ,0.0018699962  ,0.026343988  ,0.0
16.199177   ,0.6993785  , 3.6078095 ,  0.0       , 7.2143555 ,0.94125 ,0.0     ,0.05875 ,0.0 ,0.0013491686 ,0.0          ,0.006030379  ,0.00081155146 ,0.0            ,0.0014246156  ,0.30314782   ,0.0
 1.4638319  ,0.6016122  , 5.958982  , 10.7073345 , 2.7900178 ,0.51    ,0.22125 ,0.26875 ,0.0 ,0.008448931  ,0.0034966872 ,0.018879235  ,0.0052633206  ,0.0005385754   ,0.001696662   ,0.26423904   ,0.03203498
10.069144   ,0.34946844 , 6.8398795 , 27.656603  , 3.1205127 ,0.50625 ,0.0975  ,0.39625 ,0.0 ,0.004846981  ,0.009510564  ,0.009910114  ,0.002088136   ,0.0013750944   ,0.0046550944  ,0.39592153   ,0.095276736
 1.2264097  ,0.29181904 , 3.7849727 , 10.717642  , 1.9636154 ,0.48875 ,0.31375 ,0.1975  ,0.0 ,0.0067888484 ,0.00888161   ,0.0026743342 ,0.0030391798  ,9.754909e-05   ,0.0008329291  ,0.1152001    ,0.042864926
 6.527719   ,0.2830298  , 2.6489027 ,  0.0       ,10.966661  ,0.7675  ,0.0     ,0.2325  ,0.0 ,0.0058699837 ,0.0          ,0.0040610074 ,0.0012022003  ,0.0            ,0.0019540193  ,0.28580093   ,0.0
